[Header]	
System	Liquids	
S/W Version	1.00	
User	James	
Date/Time	11/9/2015 12:19:48 PM	

[System]	
Instrument Options	TOC/ASI/IC Unit/TN/Sparge Kit/	
Catalyst	TC/TN	

[Data]	
Type	Anal.	Sample Name	Sample ID	Origin	Cal. Curve	Manual Dilution	Notes	Date / Time	Spl. No.	Inj. No.	Analysis(Inj.)	Area	Conc.	Result	Excluded	Inj. Vol.	Auto. Dil.	
Unknown	TOC	AOP1501F002		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 8:11:54 PM	1	4	IC	23.24	58.83	TOC:420.7mg/L TC:478.7mg/L IC:58.04mg/L	0	50	10.00	
Unknown	TOC	AOP1501F003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 8:23:01 PM	1	1	TC	195.6	503.3	TOC:429.4mg/L TC:497.9mg/L IC:68.57mg/L	0	50	10.00	
Unknown	TOC	AOP1501F003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 8:27:16 PM	1	2	TC	194.4	500.2	TOC:429.4mg/L TC:497.9mg/L IC:68.57mg/L	0	50	10.00	
Unknown	TOC	AOP1501F003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 8:31:26 PM	1	3	TC	190.5	490.3	TOC:429.4mg/L TC:497.9mg/L IC:68.57mg/L	0	50	10.00	
Unknown	TOC	AOP1501F003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 8:35:44 PM	1	1	IC	32.80	83.28	TOC:429.4mg/L TC:497.9mg/L IC:68.57mg/L	1	50	10.00	
Unknown	TOC	AOP1501F003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 8:38:52 PM	1	2	IC	29.85	75.74	TOC:429.4mg/L TC:497.9mg/L IC:68.57mg/L	1	50	10.00	
Unknown	TOC	AOP1501F003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 8:41:59 PM	1	3	IC	28.67	72.72	TOC:429.4mg/L TC:497.9mg/L IC:68.57mg/L	0	50	10.00	
Unknown	TOC	AOP1501F003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 8:45:12 PM	1	4	IC	26.73	67.76	TOC:429.4mg/L TC:497.9mg/L IC:68.57mg/L	0	50	10.00	
Unknown	TOC	AOP1501F003		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 8:48:21 PM	1	5	IC	25.74	65.23	TOC:429.4mg/L TC:497.9mg/L IC:68.57mg/L	0	50	10.00	
Unknown	TOC	AOP1501F004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 9:00:14 PM	1	1	TC	230.0	590.9	TOC:388.4mg/L TC:501.7mg/L IC:113.3mg/L	1	50	10.00	
Unknown	TOC	AOP1501F004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 9:04:24 PM	1	2	TC	214.8	552.2	TOC:388.4mg/L TC:501.7mg/L IC:113.3mg/L	1	50	10.00	
Unknown	TOC	AOP1501F004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 9:08:38 PM	1	3	TC	204.1	524.9	TOC:388.4mg/L TC:501.7mg/L IC:113.3mg/L	0	50	10.00	
Unknown	TOC	AOP1501F004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 9:12:49 PM	1	4	TC	194.7	501.0	TOC:388.4mg/L TC:501.7mg/L IC:113.3mg/L	0	50	10.00	
Unknown	TOC	AOP1501F004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/16/2015 9:17:12 PM	1	5	TC	186.2	479.3	TOC:388.4mg/L TC:501.7mg/L IC:113.3mg/L	0	50	10.00	
Unknown	TOC	AOP1501F004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 9:21:31 PM	1	1	IC	69.02	175.9	TOC:388.4mg/L TC:501.7mg/L IC:113.3mg/L	1	50	10.00	
Unknown	TOC	AOP1501F004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 9:24:38 PM	1	2	IC	61.35	156.3	TOC:388.4mg/L TC:501.7mg/L IC:113.3mg/L	1	50	10.00	
Unknown	TOC	AOP1501F004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 9:27:48 PM	1	3	IC	51.75	131.7	TOC:388.4mg/L TC:501.7mg/L IC:113.3mg/L	0	50	10.00	
Unknown	TOC	AOP1501F004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 9:31:00 PM	1	4	IC	43.80	111.4	TOC:388.4mg/L TC:501.7mg/L IC:113.3mg/L	0	50	10.00	
Unknown	TOC	AOP1501F004		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/16/2015 9:34:13 PM	1	5	IC	38.09	96.81	TOC:388.4mg/L TC:501.7mg/L IC:113.3mg/L	0	50	10.00	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.623 / Control within range!	1/16/2015 9:42:58 PM	1	1	TC	37.05	9.942	TC:9.623mg/L	1	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.623 / Control within range!	1/16/2015 9:46:50 PM	1	2	TC	35.94	9.659	TC:9.623mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.623 / Control within range!	1/16/2015 9:50:49 PM	1	3	TC	35.63	9.580	TC:9.623mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 9.623 / Control within range!	1/16/2015 9:54:48 PM	1	4	TC	35.83	9.631	TC:9.623mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.92 / Control within range!	1/16/2015 10:03:06 PM	1	1	IC	44.63	11.35	IC:10.92mg/L	1	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.92 / Control within range!	1/16/2015 10:06:12 PM	1	2	IC	43.38	11.03	IC:10.92mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.92 / Control within range!	1/16/2015 10:09:21 PM	1	3	IC	42.29	10.75	IC:10.92mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.92 / Control within range!	1/16/2015 10:12:33 PM	1	4	IC	43.17	10.98	IC:10.92mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 104.0 / Control exceeds range!	1/23/2015 3:58:37 PM	1	1	TC	405.3	103.7	TC:104.0mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 104.0 / Control exceeds range!	1/23/2015 4:02:42 PM	1	2	TC	408.5	104.6	TC:104.0mg/L	0	50	1.000	
Control	TC	TC QC 10ppm	TC2014/08	C:\TOC-L\Templates\TC_10ppm.tpl	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00	Control value: 104.0 / Control exceeds range!	1/23/2015 4:06:50 PM	1	3	TC	404.9	103.6	TC:104.0mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.92 / Control within range!	1/23/2015 4:16:25 PM	1	1	IC	43.29	11.01	IC:10.92mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.92 / Control within range!	1/23/2015 4:20:02 PM	1	2	IC	42.71	10.86	IC:10.92mg/L	0	50	1.000	
Control	IC	IC QC 10ppm	IC2014/08	C:\TOC-L\Templates\IC_10ppm.tpl	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00	Control value: 10.92 / Control within range!	1/23/2015 4:23:42 PM	1	3	IC	42.77	10.88	IC:10.92mg/L	0	50	1.000	
Unknown	TOC	AOP1406B001a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 4:35:02 PM	1	1	TC	230.5	592.2	TOC:340.8mg/L TC:508.3mg/L IC:167.5mg/L	1	50	10.00	
Unknown	TOC	AOP1406B001a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 4:39:04 PM	1	2	TC	218.0	560.3	TOC:340.8mg/L TC:508.3mg/L IC:167.5mg/L	1	50	10.00	
Unknown	TOC	AOP1406B001a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 4:43:12 PM	1	3	TC	187.6	482.9	TOC:340.8mg/L TC:508.3mg/L IC:167.5mg/L	0	50	10.00	
Unknown	TOC	AOP1406B001a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 4:47:19 PM	1	4	TC	204.3	525.4	TOC:340.8mg/L TC:508.3mg/L IC:167.5mg/L	0	50	10.00	
Unknown	TOC	AOP1406B001a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 4:51:28 PM	1	5	TC	200.8	516.5	TOC:340.8mg/L TC:508.3mg/L IC:167.5mg/L	0	50	10.00	
Unknown	TOC	AOP1406B001a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 4:56:33 PM	1	1	IC	79.55	202.8	TOC:340.8mg/L TC:508.3mg/L IC:167.5mg/L	1	50	10.00	
Unknown	TOC	AOP1406B001a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 5:00:11 PM	1	2	IC	67.12	171.0	TOC:340.8mg/L TC:508.3mg/L IC:167.5mg/L	0	50	10.00	
Unknown	TOC	AOP1406B001a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 5:03:23 PM	1	3	IC	66.48	169.4	TOC:340.8mg/L TC:508.3mg/L IC:167.5mg/L	0	50	10.00	
Unknown	TOC	AOP1406B001a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 5:06:39 PM	1	4	IC	63.56	161.9	TOC:340.8mg/L TC:508.3mg/L IC:167.5mg/L	0	50	10.00	
Unknown	TOC	AOP1406B001a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 5:09:59 PM	1	5	IC	51.00	129.8	TOC:340.8mg/L TC:508.3mg/L IC:167.5mg/L	1	50	10.00	
Unknown	TOC	AOP1406B002a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 5:21:24 PM	1	1	TC	226.0	580.7	TOC:381.1mg/L TC:566.0mg/L IC:184.9mg/L	0	50	10.00	
Unknown	TOC	AOP1406B002a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 5:25:31 PM	1	2	TC	219.7	564.7	TOC:381.1mg/L TC:566.0mg/L IC:184.9mg/L	0	50	10.00	
Unknown	TOC	AOP1406B002a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 5:29:42 PM	1	3	TC	215.0	552.7	TOC:381.1mg/L TC:566.0mg/L IC:184.9mg/L	0	50	10.00	
Unknown	TOC	AOP1406B002a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 5:33:52 PM	1	4	TC	208.3	535.6	TOC:381.1mg/L TC:566.0mg/L IC:184.9mg/L	1	50	10.00	
Unknown	TOC	AOP1406B002a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 5:37:59 PM	1	5	TC	171.8	442.7	TOC:381.1mg/L TC:566.0mg/L IC:184.9mg/L	1	50	10.00	
Unknown	TOC	AOP1406B002a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 5:42:23 PM	1	1	IC	74.22	189.2	TOC:381.1mg/L TC:566.0mg/L IC:184.9mg/L	0	50	10.00	
Unknown	TOC	AOP1406B002a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 5:45:31 PM	1	2	IC	70.32	179.2	TOC:381.1mg/L TC:566.0mg/L IC:184.9mg/L	0	50	10.00	
Unknown	TOC	AOP1406B002a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 5:49:10 PM	1	3	IC	77.78	198.3	TOC:381.1mg/L TC:566.0mg/L IC:184.9mg/L	1	50	10.00	
Unknown	TOC	AOP1406B002a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 5:52:59 PM	1	4	IC	73.12	186.4	TOC:381.1mg/L TC:566.0mg/L IC:184.9mg/L	0	50	10.00	
Unknown	TOC	AOP1406B002a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 5:56:14 PM	1	5	IC	56.68	144.3	TOC:381.1mg/L TC:566.0mg/L IC:184.9mg/L	1	50	10.00	
Unknown	TOC	AOP1406B003a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 6:07:34 PM	1	1	TC	182.7	470.4	TOC:291.3mg/L TC:474.2mg/L IC:182.8mg/L	0	50	10.00	
Unknown	TOC	AOP1406B003a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 6:11:32 PM	1	2	TC	186.1	479.1	TOC:291.3mg/L TC:474.2mg/L IC:182.8mg/L	0	50	10.00	
Unknown	TOC	AOP1406B003a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 6:15:37 PM	1	3	TC	183.7	473.0	TOC:291.3mg/L TC:474.2mg/L IC:182.8mg/L	0	50	10.00	
Unknown	TOC	AOP1406B003a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 6:20:32 PM	1	1	IC	73.56	187.5	TOC:291.3mg/L TC:474.2mg/L IC:182.8mg/L	0	50	10.00	
Unknown	TOC	AOP1406B003a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 6:23:47 PM	1	2	IC	72.50	184.8	TOC:291.3mg/L TC:474.2mg/L IC:182.8mg/L	0	50	10.00	
Unknown	TOC	AOP1406B003a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 6:27:30 PM	1	3	IC	69.12	176.2	TOC:291.3mg/L TC:474.2mg/L IC:182.8mg/L	0	50	10.00	
Unknown	TOC	AOP1406B003a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 6:30:44 PM	1	4	IC	63.81	162.6	TOC:291.3mg/L TC:474.2mg/L IC:182.8mg/L	1	50	10.00	
Unknown	TOC	AOP1406B003a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 6:34:01 PM	1	5	IC	60.67	154.5	TOC:291.3mg/L TC:474.2mg/L IC:182.8mg/L	1	50	10.00	
Unknown	TOC	AOP1406B006a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 6:45:28 PM	1	1	TC	181.1	466.3	TOC:307.0mg/L TC:425.0mg/L IC:118.0mg/L	1	50	10.00	
Unknown	TOC	AOP1406B006a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 6:49:32 PM	1	2	TC	174.9	450.5	TOC:307.0mg/L TC:425.0mg/L IC:118.0mg/L	1	50	10.00	
Unknown	TOC	AOP1406B006a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 6:53:30 PM	1	3	TC	167.3	431.2	TOC:307.0mg/L TC:425.0mg/L IC:118.0mg/L	0	50	10.00	
Unknown	TOC	AOP1406B006a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 6:57:46 PM	1	4	TC	165.2	425.8	TOC:307.0mg/L TC:425.0mg/L IC:118.0mg/L	0	50	10.00	
Unknown	TOC	AOP1406B006a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 7:01:57 PM	1	5	TC	162.1	417.9	TOC:307.0mg/L TC:425.0mg/L IC:118.0mg/L	0	50	10.00	
Unknown	TOC	AOP1406B006a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 7:06:20 PM	1	1	IC	57.61	146.7	TOC:307.0mg/L TC:425.0mg/L IC:118.0mg/L	1	50	10.00	
Unknown	TOC	AOP1406B006a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 7:09:29 PM	1	2	IC	53.58	136.4	TOC:307.0mg/L TC:425.0mg/L IC:118.0mg/L	1	50	10.00	
Unknown	TOC	AOP1406B006a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 7:12:41 PM	1	3	IC	49.46	125.9	TOC:307.0mg/L TC:425.0mg/L IC:118.0mg/L	0	50	10.00	
Unknown	TOC	AOP1406B006a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 7:15:53 PM	1	4	IC	45.97	117.0	TOC:307.0mg/L TC:425.0mg/L IC:118.0mg/L	0	50	10.00	
Unknown	TOC	AOP1406B006a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 7:19:09 PM	1	5	IC	43.67	111.1	TOC:307.0mg/L TC:425.0mg/L IC:118.0mg/L	0	50	10.00	
Unknown	TOC	AOP1406B008a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 7:30:36 PM	1	1	TC	176.3	454.1	TOC:308.6mg/L TC:419.0mg/L IC:110.4mg/L	1	50	10.00	
Unknown	TOC	AOP1406B008a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 7:34:45 PM	1	2	TC	172.5	444.4	TOC:308.6mg/L TC:419.0mg/L IC:110.4mg/L	1	50	10.00	
Unknown	TOC	AOP1406B008a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 7:38:59 PM	1	3	TC	165.7	427.1	TOC:308.6mg/L TC:419.0mg/L IC:110.4mg/L	0	50	10.00	
Unknown	TOC	AOP1406B008a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 7:43:10 PM	1	4	TC	162.8	419.7	TOC:308.6mg/L TC:419.0mg/L IC:110.4mg/L	0	50	10.00	
Unknown	TOC	AOP1406B008a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 7:47:20 PM	1	5	TC	159.0	410.0	TOC:308.6mg/L TC:419.0mg/L IC:110.4mg/L	0	50	10.00	
Unknown	TOC	AOP1406B008a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 7:52:14 PM	1	1	IC	53.82	137.0	TOC:308.6mg/L TC:419.0mg/L IC:110.4mg/L	1	50	10.00	
Unknown	TOC	AOP1406B008a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 7:55:51 PM	1	2	IC	49.30	125.5	TOC:308.6mg/L TC:419.0mg/L IC:110.4mg/L	1	50	10.00	
Unknown	TOC	AOP1406B008a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 7:59:26 PM	1	3	IC	46.20	117.5	TOC:308.6mg/L TC:419.0mg/L IC:110.4mg/L	0	50	10.00	
Unknown	TOC	AOP1406B008a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 8:02:48 PM	1	4	IC	43.39	110.4	TOC:308.6mg/L TC:419.0mg/L IC:110.4mg/L	0	50	10.00	
Unknown	TOC	AOP1406B008a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 8:06:06 PM	1	5	IC	40.60	103.2	TOC:308.6mg/L TC:419.0mg/L IC:110.4mg/L	0	50	10.00	
Unknown	TOC	AOP1406B009a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 8:17:46 PM	1	1	TC	181.0	466.1	TOC:348.8mg/L TC:458.0mg/L IC:109.3mg/L	0	50	10.00	
Unknown	TOC	AOP1406B009a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 8:21:59 PM	1	2	TC	177.6	457.4	TOC:348.8mg/L TC:458.0mg/L IC:109.3mg/L	0	50	10.00	
Unknown	TOC	AOP1406B009a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\TC_2014_08_18.2014_11_17_11_08_15.cal	1.00		1/23/2015 8:26:06 PM	1	3	TC	174.9	450.5	TOC:348.8mg/L TC:458.0mg/L IC:109.3mg/L	0	50	10.00	
Unknown	TOC	AOP1406B009a		C:\TOC-L\Methods\TOC_2014_08_18.met	C:\TOC-L\CalCurves\IC_2014_08_18.2014_11_17_13_12_36.cal	1.00		1/23/2015 8:30:30 PM	1	1	IC	50.66	129.0	TOC:348.8mg/L TC:458.0mg/L IC:109.3mg/L	1	50	10.00	
