Determination start,Ident,Sample type,Method name,User (short name),Info 1,Anions.Chloride.Concentration,Anions.Bromide.Concentration,Anions.Sulfate.Concentration,Anions.Iodide.Concentration,Organic Acids.Formic acid.Concentration,Organic Acids.Acetic acid.Concentration,Organic Acids.Propionic acid.Concentration,Organic Acids.Butyrate.Concentration
2014-09-26 11:41:45 UTC-6,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,
2014-09-05 17:47:57 UTC-6,2014/06QC,Check standard 1,ORGANIC ACIDS 2014-01-07,Lifeng,20ppm QC,,,,,20.940,21.542,20.469,21.979
2014-09-05 16:28:20 UTC-6,OSLI-UV-HCl-120M-P2-O3-H2O2,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl 120M UV, O3, H2O2 addition, 150x dilution,,,,,38.934,471.811,1.551,102.964
2014-09-05 15:08:43 UTC-6,OSLI-UV-CaO-H2O2-O3,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO / H2O2 / O3 addition 150x dilution,,,,,9.524,127.936,2.728,67.427
2014-09-05 13:49:08 UTC-6,OSLI-UV-CaO-H2O2,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO / H2O2 150x dilution,,,,,12.504,177.441,2.101,79.132
2014-09-05 12:29:32 UTC-6,OSLI-UV-HCl-NO3-CP,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCL, No O3, CP, 150x dilution,,,,,0.618,68.646,3.377,39.026
2014-09-05 11:09:57 UTC-6,OSLI-UV-HCl-FEED,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl Feed, 150x dilution,,,,,0.703,80.899,4.887,23.214
2014-09-05 09:50:34 UTC-6,QC 2014/06,Check standard 1,ORGANIC ACIDS 2014-01-07,Lifeng,20ppm QC,,,,,20.344,21.132,18.536,90.172
2014-09-05 09:01:13 UTC-6,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,
2014-09-03 05:07:03 UTC-6,2014/06QC,Check standard 1,ORGANIC ACIDS 2014-01-07,Lifeng,20ppm QC,,,,,20.982,21.574,20.484,27.118
2014-09-03 03:47:23 UTC-6,OSLI-UV-HCl-120M-P2-O3-H2O2,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl / 120M UV + O3 + H2O2 500x dilution,,,,,10.139,152.854,0.554,81.651
2014-09-03 02:27:42 UTC-6,OSLI-UV-120M-P2-O3,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl / 120M UV + O3 500x dilution,,,,,1.135,26.193,1.137,30.940
2014-09-03 01:08:03 UTC-6,OSLI-UV-HCl-120M-P2,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl / 120M UV Permeate 500x dilution,,,,,1.162,26.030,1.133,28.005
2014-09-02 23:48:24 UTC-6,OSLI-UV-HCl-FEED2,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl Feed 2 500x dilution,,,,,1.027,26.650,1.206,29.524
2014-09-02 22:28:44 UTC-6,OSLI-UV-CaO-O3-H2O2,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO / O3 + H2O2 500x Dilution,,,,,3.259,39.247,0.899,26.098
2014-09-02 21:09:04 UTC-6,OSLI-UV-CaO-H2O2,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO / H2O2 addition 500x dilution,,,,,4.175,51.843,0.760,33.223
2014-09-02 19:49:24 UTC-6,OSLI-UV-CaO-O3,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO / O3 addition 500x dilution,,,,,2.921,37.237,1.325,1.405
2014-09-02 18:29:48 UTC-6,OSLI-UV-CaO-0.45um,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO / 0.45um filtration 500x dilution,,,,,2.903,36.490,1.386,31.513
2014-09-02 17:10:14 UTC-6,OSLI-UV-CaO-FEED2,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO Feed 500x dilution,,,,,2.762,34.429,1.343,-5.694
2014-09-02 15:50:53 UTC-6,QC 2014/06,Check standard 1,ORGANIC ACIDS 2014-01-07,Lifeng,20ppm QC,,,,,20.890,21.478,20.440,59.552
2014-09-02 15:01:29 UTC-6,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,-6730.254
2014-08-26 22:51:05 UTC-6,QC,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,20ppm QC,,,,,20.969,21.559,20.480,15.569
2014-08-26 21:31:29 UTC-6,OSLI-UV-CaOl-NO3-CP Duplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO / No O3 Centrifuge Permeate 250x dilution Duplicate,,,,,1.729,68.534,3.796,-46.635
2014-08-26 20:11:43 UTC-6,OSLI-UV-CaO-FEED Duplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO Feed 250x dilution duplicate,,,,,1.798,71.852,3.979,-45.131
2014-08-26 18:52:08 UTC-6,OSLI-UV-HCl-NO3-CP Duplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl / No O3 Centrifuge Permeate 250x dilution duplicate,,,,,0.666,48.761,2.378,32.465
2014-08-26 17:32:33 UTC-6,OSLI-UV-HCl-FEED Duplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl  Feed 250x dilution duplicate,,,,,0.826,54.944,3.019,13.448
2014-08-26 16:13:13 UTC-6,QC,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,20ppm QC,,,,,20.847,21.393,20.311,24.503
2014-08-26 15:23:57 UTC-6,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,0.722,,,-575.713
2014-08-07 15:48:30 UTC-6,OSLI-UV-CaOl-NO3-CP Duplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO / No O3 Centrifuge Permeate 500x dilution Duplicate,,,,,0.984,34.801,1.747,55.352
2014-08-07 14:28:56 UTC-6,OSLI-UV-CaO-FEED Duplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO Feed 500x dilution duplicate,,,,,1.012,36.587,1.837,46.692
2014-08-07 13:09:21 UTC-6,OSLI-UV-HCl-NO3-CP Duplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl / No O3 Centrifuge Permeate 500x dilution duplicate,,,,,0.726,28.819,1.347,41.155
2014-08-07 11:49:45 UTC-6,OSLI-UV-HCl-FEED Duplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl  Feed 500x dilution duplicate,,,,,0.742,29.942,1.433,40.723
2014-08-07 10:30:25 UTC-6,QC,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,20ppm QC,,,,,21.295,21.826,20.793,74.562
2014-08-07 09:41:08 UTC-6,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,-6420.517
2014-08-01 02:15:35 UTC-6,QC Duplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,20ppm QC Duplicate,,,,,21.364,21.881,20.822,58.129
2014-08-01 00:55:54 UTC-6,OSLI-UV-HCl-P-60M,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl / 60 mins UV Permeate 500x dilution,,,,,1.439,34.821,1.665,60.450
2014-07-31 23:36:15 UTC-6,OSLI-UV-HCl-P-40M,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl / 40 mins UV Permeate 500x dilution,,,,,1.605,34.861,1.674,54.190
2014-07-31 22:16:37 UTC-6,OSLI-UV-HCl-30M Duplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl / 30 mins UV Permeate 500x dilution Duplicate,,,,,1.579,34.515,1.667,58.019
2014-07-31 20:56:58 UTC-6,OSLI-UV-HCl-P-30M,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl / 30 mins UV permeate 500x dilution,,,,,1.582,34.483,1.671,58.284
2014-07-31 19:37:22 UTC-6,OSLI-UV-HCl-P-20M,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl / 20 mins UV Permeate 500x dilution,,,,,2.785,34.940,1.682,16.435
2014-07-31 18:17:46 UTC-6,OSLI-UV-HCl-P-10M,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl / 10 mins UV Permeate 500x dilution,,,,,1.582,34.859,1.684,55.807
2014-07-31 16:58:11 UTC-6,OSLI-UV-HCl-YO3-CP Duplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl / Yes O3 Centrifuge Permeate 500x dilution Duplicate,,,,,1.336,34.644,1.662,56.419
2014-07-31 15:38:36 UTC-6,OSLI-UV-HCl-YO3-CP,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl / Yes O3 Centrifuge Permeate 500x dilution,,,,,1.332,34.680,1.661,51.177
2014-07-31 14:19:04 UTC-6,OSLI-UV-HCl-NO3-CP,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl / No O3 Centrifuge Permeate 500x dilution,,,,,0.798,33.258,1.611,66.893
2014-07-31 12:59:30 UTC-6,OSLI-UV-HCl-FEED,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,HCl  Feed 500x dilution,,,,,0.884,35.063,1.704,51.376
2014-07-31 11:40:11 UTC-6,QC,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,20ppm QC,,,,,21.291,21.823,20.798,55.105
2014-07-31 10:50:51 UTC-6,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,3.905,12.256,-8.230
2014-07-31 04:56:45 UTC-6,QC Duplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,20ppm QC Duplicate,,,,,21.367,21.857,20.789,61.006
2014-07-31 03:37:06 UTC-6,OSLI-UV-CaO-P-60M,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO / 60 mins UV Permeate 500x dilution,,,,,2.635,34.885,1.207,51.560
2014-07-31 02:17:27 UTC-6,OSLI-UV-CaO-P-40M,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO / 40 mins UV Permeate 500x dilution,,,,,2.677,35.045,1.319,44.320
2014-07-31 00:57:48 UTC-6,OSLI-UV-CaO-30M Duplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO / 30 mins UV Permeate 500x dilution Duplicate,,,,,2.594,34.939,1.244,57.973
2014-07-30 23:38:10 UTC-6,OSLI-UV-CaO-P-30M,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO / 30 mins UV permeate 500x dilution,,,,,2.606,34.992,1.246,51.102
2014-07-30 22:18:32 UTC-6,OSLI-UV-CaO-P-20M,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO / 20 mins UV Permeate 500x dilution,,,,,2.520,35.072,1.475,42.191
2014-07-30 20:58:54 UTC-6,OSLI-UV-CaO-P-10M,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO / 10 mins UV Permeate 500x dilution,,,,,2.462,35.004,1.517,38.600
2014-07-30 19:39:18 UTC-6,OSLI-UV-CaO-YO3-CP Duplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO / Yes O3 Centrifuge Permeate 500x dilution Duplicate,,,,,2.443,34.887,1.537,39.642
2014-07-30 18:19:42 UTC-6,OSLI-UV-CaO-YO3-CP,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO / Yes O3 Centrifuge Permeate 500x dilution,,,,,2.434,34.845,1.532,40.765
2014-07-30 17:00:07 UTC-6,OSLI-UV-CaO-NO3-CP,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO / No O3 Centrifuge Permeate 500x dilution,,,,,0.966,34.518,1.697,29.325
2014-07-30 15:40:31 UTC-6,OSLI-UV-CaO-FEED,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,CaO Feed 500x dilution,,,,,1.001,36.161,1.759,27.651
2014-07-30 14:21:08 UTC-6,QC,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,20ppm QC,,,,,21.159,21.549,20.478,71.985
2014-07-30 13:31:50 UTC-6,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,
2014-04-02 20:28:36 UTC-6,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,-3.145
2014-04-02 19:39:22 UTC-6,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,0.382
2014-04-02 18:49:58 UTC-6,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,-1.782
2014-04-02 18:00:27 UTC-6,QC 20 duplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,21.180,21.602,20.407,13.245
2014-04-02 16:40:49 UTC-6,QC 20,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,21.110,21.508,20.316,16.287
2014-04-02 15:21:14 UTC-6,STD5,Standard 5,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,53.119,50.970,52.008,41.475
2014-04-02 14:01:38 UTC-6,STD4,Standard 4,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,31.984,30.737,31.370,25.047
2014-04-02 12:42:03 UTC-6,STD3,Standard 3,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,21.197,20.394,20.818,19.973
2014-04-02 11:22:28 UTC-6,STD2,Standard 2,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,5.300,5.100,5.200,5.000
2014-04-02 10:02:58 UTC-6,STD1,Standard 1,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,1.060,1.020,1.040,1.000
2014-04-02 09:13:37 UTC-6,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,-415.658
2014-03-14 13:49:18 UTC-6,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,
2014-01-22 00:16:27 UTC-7,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,22.804
2014-01-21 23:27:09 UTC-7,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,20.133
2014-01-21 22:37:36 UTC-7,QC 20 Duplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,21.726,21.588,20.365,18.460
2014-01-21 21:17:57 UTC-7,UVSta-P4G Duplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,Standing UV irradiation 4hr 4G P25 Duplicate,,,,,0.931,33.679,1.535,4.525
2014-01-21 19:58:19 UTC-7,UVSta-P4G,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,Standing UV irradiation 4hr 4G P25,,,,,0.904,34.043,1.881,-25.169
2014-01-21 18:38:42 UTC-7,QC 20,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,21.698,21.535,20.289,35.647
2014-01-21 17:19:05 UTC-7,STD5,Standard 5,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,53.117,51.120,52.273,45.241
2014-01-21 15:59:30 UTC-7,STD4,Standard 4,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,31.933,30.692,31.337,24.441
2014-01-21 14:39:54 UTC-7,STD3,Standard 3,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,21.215,20.413,20.841,17.381
2014-01-21 13:20:20 UTC-7,STD2,Standard 2,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,5.300,5.100,5.200,5.000
2014-01-21 12:00:51 UTC-7,STD1,Standard 1,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,1.060,1.020,1.040,1.000
2014-01-21 11:11:36 UTC-7,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,75.821
2014-01-21 11:10:58 UTC-7,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,
2014-01-21 11:07:55 UTC-7,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,
2014-01-21 11:07:09 UTC-7,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,
2014-01-15 05:09:14 UTC-7,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,17.227
2014-01-15 04:19:50 UTC-7,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,19.332
2014-01-15 03:30:22 UTC-7,QC 20 duplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,21.799,21.554,20.306,32.897
2014-01-15 02:10:39 UTC-7,UVSta-P2G Dplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,Standing UV Permeate 4hr 2G P25 Duplicate,,,,,0.854,33.835,1.838,-15.108
2014-01-15 00:50:55 UTC-7,UVSta-P2G,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,Standing UV Permeate 4hr 2G P25,,,,,0.810,33.348,1.503,3.149
2014-01-14 23:31:11 UTC-7,UVSta-P,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,Standing UV Permeate 4hr,,,,,0.897,33.941,1.844,6.656
2014-01-14 22:11:28 UTC-7,UF-P20M-4G,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,20 Min Permeate 4G P25,,,,,0.930,33.983,1.852,-13.590
2014-01-14 20:51:46 UTC-7,UV-P5M-4G,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,5 Min Permeate 4G P25,,,,,0.939,33.642,1.517,-0.404
2014-01-14 19:32:03 UTC-7,UV-P20M-2G,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,20 Min Permeate 2G P25,,,,,0.917,33.600,1.844,-17.970
2014-01-14 18:12:23 UTC-7,QC 20,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,21.737,21.502,20.269,31.571
2014-01-14 16:52:42 UTC-7,STD5,Standard 5,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,53.118,51.085,52.197,44.343
2014-01-14 15:33:03 UTC-7,STD4,Standard 4,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,31.874,30.670,31.261,32.423
2014-01-14 14:13:24 UTC-7,STD3,Standard 3,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,21.025,20.358,20.770,37.964
2014-01-14 12:53:46 UTC-7,STD2,Standard 2,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,5.285,5.054,5.129,8.440
2014-01-14 11:34:13 UTC-7,STD1,Standard 1,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,1.182,1.075,1.125,-22.885
2014-01-14 10:45:07 UTC-7,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,5.062,,197.321
2014-01-14 10:41:53 UTC-7,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,
2014-01-14 06:46:54 UTC-7,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,-134.733
2014-01-14 05:57:29 UTC-7,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,-150.658
2014-01-14 05:08:01 UTC-7,QC 20 duplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,21.730,21.528,20.329,40.855
2014-01-14 03:48:14 UTC-7,UV-P5M-2G Duplicate,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,5 Min Permeate 2G P25 Duplicate,,,,,0.929,34.011,1.825,-106.456
2014-01-14 02:28:27 UTC-7,UV-P5M-2G,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,5 Min Permeate 2G P25,,,,,0.926,34.007,1.820,-254.170
2014-01-14 01:08:42 UTC-7,UV-P20M-BL,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,20 Min Permeate Baseline,,,,,0.921,34.229,1.822,-106.837
2014-01-13 23:48:56 UTC-7,UF-P5M-BL,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,5 Min Permeate Baseline,,,,,0.915,33.592,1.797,-124.080
2014-01-13 22:29:11 UTC-7,UV-CP,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,Centrifuge Permeate,,,,,0.920,34.231,1.823,-260.733
2014-01-13 21:09:28 UTC-7,UV-Feed,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,0.941,34.698,1.858,-118.919
2014-01-13 19:49:45 UTC-7,QC 20,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,21.674,21.499,20.297,-57.031
2014-01-13 18:30:03 UTC-7,STD5,Standard 5,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,53.084,51.000,52.082,64.697
2014-01-13 17:10:20 UTC-7,STD4,Standard 4,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,31.948,30.641,31.239,1893.748
2014-01-13 15:50:41 UTC-7,STD3,Standard 3,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,21.210,20.400,20.819,20.027
2014-01-13 14:31:02 UTC-7,STD2,Standard 2,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,5.300,5.100,5.200,5.000
2014-01-13 13:11:27 UTC-7,STD1,Standard 1,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,1.060,1.020,1.040,1.000
2014-01-13 12:22:11 UTC-7,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,-6.172
2014-01-13 12:05:46 UTC-7,MQ,Sample,ORGANIC ACIDS 2014-01-07,Lifeng,,,,,,,,,
2014-01-07 01:50:04 UTC-7,MQ,Sample,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,,,,30.156
2014-01-07 01:00:44 UTC-7,MQ,Sample,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,,,,-2.546
2014-01-07 00:11:22 UTC-7,QC 20,Sample,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,21.563,21.434,20.267,37.348
2014-01-06 22:51:55 UTC-7,QC 20,Sample,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,21.644,21.491,20.332,8.184
2014-01-06 21:32:26 UTC-7,STD5,Standard 5,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,53.123,51.011,52.061,57.220
2014-01-06 20:12:57 UTC-7,STD4,Standard 4,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,31.949,30.672,31.279,30.977
2014-01-06 18:53:29 UTC-7,STD3,Standard 3,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,21.219,20.418,20.836,18.641
2014-01-06 17:34:02 UTC-7,STD2,Standard 2,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,5.300,5.100,5.200,5.000
2014-01-06 16:14:35 UTC-7,STD1,Standard 1,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,1.060,1.020,1.040,1.000
2014-01-06 15:25:13 UTC-7,MQ,Sample,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,,,,95.834
2014-01-06 15:21:13 UTC-7,MQ,Sample,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,,,,
2014-01-06 14:25:57 UTC-7,MQ,Sample,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,,,invalid,7.126
2013-10-23 10:53:11 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,,,,
2013-10-23 10:45:23 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,,,,
2013-10-03 01:46:03 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,,,,-1.389
2013-10-03 00:56:35 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,,,,-6.405
2013-10-03 00:07:07 UTC-6,STD2-READBK,Sample,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,5.118,5.199,5.088,13.223
2013-10-02 22:47:39 UTC-6,STD5,Standard 5,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,50.089,50.332,50.306,42.513
2013-10-02 21:28:11 UTC-6,STD4,Standard 4,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,30.011,30.022,30.042,26.331
2013-10-02 20:08:44 UTC-6,STD3,Standard 3,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,19.997,20.000,20.007,18.267
2013-10-02 18:49:18 UTC-6,STD2,Standard 2,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,5.000,5.000,5.000,5.000
2013-10-02 17:29:54 UTC-6,STD1,Standard 1,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,1.000,1.000,1.000,1.000
2013-10-02 16:40:38 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-10-02,Lifeng,,,,,,,,,129.315
2013-10-02 12:03:41 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,-14.311
2013-10-02 11:14:14 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,-3.777
2013-10-02 10:24:46 UTC-6,STD2-READBK-2,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,56.761
2013-10-02 09:05:10 UTC-6,STD2-READBK,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,11.814
2013-10-02 08:15:41 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,72.107
2013-10-02 01:49:17 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,-44.154
2013-10-02 00:59:54 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,-21.986
2013-10-02 00:10:25 UTC-6,QC 10ppm-dup,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,60.780
2013-10-01 22:50:44 UTC-6,QC 10ppm,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,21.973
2013-10-01 21:31:15 UTC-6,STD5,Standard 5,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,116.321
2013-10-01 20:11:48 UTC-6,STD4,Standard 4,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,42.387
2013-10-01 18:52:21 UTC-6,STD3,Standard 3,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,10.218
2013-10-01 17:32:55 UTC-6,STD2,Standard 2,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,5.000
2013-10-01 16:13:31 UTC-6,STD1,Standard 1,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,1.000
2013-10-01 15:24:16 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,40.089
2013-10-01 13:04:11 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,-73.018
2013-10-01 12:14:40 UTC-6,QC 10PPM,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,-24.485
2013-10-01 12:03:29 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,
2013-10-01 11:10:41 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,31.735
2013-10-01 10:43:04 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,
2013-09-30 22:47:57 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,-15.478
2013-09-30 21:58:29 UTC-6,MQ,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,-16.194
2013-09-30 21:09:04 UTC-6,QC 10ppm-dup,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,-1.073
2013-09-30 19:49:28 UTC-6,QC 10ppm,Sample,ORGANIC ACIDS 2013-09-25,Lifeng,,,,,,,,,3.681
