2/19/2015   4:14:51PM,,,,CSP1502E001,,Suilan,Sam 02-17-15 (13),,,, .0006,, .0217,,,,,,, .0879,,,,,, .0185,,,,,,,,,,,, -.0288,,,,,, 21.05,,,, -.0003,,,,,,,, .0003,,,,,, -.0003,, .2604,,,,,,,,,,,, .0007,, -.0084,,,,,,,,,,,,,, .0300,,,,,, .2200,,,, .0006,,,,,, 5.889,,,, -.0000,,,,,,,, .8476,,,,,,,,,, .0077,,,,,, .0063,,,,,,,,,,,,,,,,,,,,,,,,,, .0867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0261,,,
2/19/2015   4:18:29PM,,,,CSP1502B001,,Suilan,Sam 02-17-15 (13),,,, 7.629,, 7.588,,,,,,, 7.504,,,,,, 7.761,,,,,,,,,,,, 7.477,,,,,, 8.280,,,, 8.038,,,,,,,, 7.888,,,,,, 7.960,, 7.608,,,,,,,,,,,, 7.986,, 7.624,,,,,,,,,,,,,, 7.354,,,,,, 7.461,,,, 7.870,,,,,, 7.513,,,, 8.313,,,,,,,, 6.751,,,,,,,,,, 8.135,,,,,, 7.864,,,,,,,,,,,,,,,,,,,,,,,,,, 7.968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7.861,,,
2/19/2015   4:21:50PM,,,,CSP1502A001,,Suilan,Sam 02-17-15 (13),,,, .0000,, .0091,,,,,,, 4.746,,,,,, .0032,,,,,,,,,,,, -.0644,,,,,, .0892,,,, -.0001,,,,,,,, -.0001,,,,,, -.0002,, .0071,,,,,,,,,,,, .0185,, -.0093,,,,,,,,,,,,,, .0012,,,,,, 8.401,,,, .2822,,,,,, .0241,,,, .0001,,,,,,,, 436.8,,,,,,,,,, .0003,,,,,, .0038,,,,,,,,,,,,,,,,,,,,,,,,,, .0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0050,,,
2/19/2015   4:25:37PM,,,,CSP1502X001,,Suilan,Sam 02-17-15 (13),,,, -.0002,, .0070,,,,,,, 8.383,,,,,, .0039,,,,,,,,,,,, -.0456,,,,,, .0999,,,, -.0002,,,,,,,, .0003,,,,,, .0004,, .0056,,,,,,,,,,,, .0808,, -.0059,,,,,,,,,,,,,, .0026,,,,,, 14.91,,,, .4965,,,,,, .0249,,,, .0002,,,,,,,, 733.9,,,,,,,,,, .0010,,,,,, .0039,,,,,,,,,,,,,,,,,,,,,,,,,, .0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0084,,,
2/19/2015   4:29:24PM,,,,CSP1502Y001,,Suilan,Sam 02-17-15 (13),,,, .0005,, .0372,,,,,,, 39.17,,,,,, .0011,,,,,,,,,,,, -.0457,,,,,, .4878,,,, -.0002,,,,,,,, .0017,,,,,, .0009,, .0061,,,,,,,,,,,, .1244,, -.0174,,,,,,,,,,,,,, .0005,,,,,, 72.23,,,, 2.486,,,,,, .0434,,,, .0004,,,,,,,,^ *****,,,,,,,,,, .0027,,,,,, .0153,,,,,,,,,,,,,,,,,,,,,,,,,, .0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0122,,,
2/19/2015   4:33:06PM,,,,CSP1502Z001,,Suilan,Sam 02-17-15 (13),,,, -.0009,, .3115,,,,,,, 294.0,,,,,, -.0008,,,,,,,,,,,, .0931,,,,,, 2.975,,,, -.0003,,,,,,,, -.0006,,,,,, .0023,, .0084,,,,,,,,,,,, .8357,, -.0229,,,,,,,,,,,,,, .0378,,,,,, 680.1,,,, 33.04,,,,,, .2002,,,, .0035,,,,,,,,^ *****,,,,,,,,,, .0078,,,,,, .0783,,,,,,,,,,,,,,,,,,,,,,,,,, .0121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0213,,,
2/19/2015   4:37:14PM,,,,CSP1502W001,,Suilan,Sam 02-17-15 (13),,,, -.0013,, .3197,,,,,,, 331.4,,,,,, -.0022,,,,,,,,,,,, .0701,,,,,, 2.938,,,, -.0003,,,,,,,, -.0010,,,,,, .0033,, .0101,,,,,,,,,,,, .8453,, -.0217,,,,,,,,,,,,,, .0485,,,,,, 761.2,,,, 37.92,,,,,, .1834,,,, .0035,,,,,,,,^ *****,,,,,,,,,, .0083,,,,,, .0286,,,,,,,,,,,,,,,,,,,,,,,,,, .0131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0150,,,
2/19/2015   4:41:22PM,,,,QC-1,,Suilan,Sam 02-17-15 (13),,,, 21.06,,F 23.48,,,,,,,F 22.66,,,,,,F 22.34,,,,,,,,,,,,F 23.12,,,,,,F 23.07,,,,F 22.44,,,,,,,,W 21.89,,,,,,F 22.54,,F 22.87,,,,,,,,,,,,F 22.73,,F 23.24,,,,,,,,,,,,,,W 21.79,,,,,,F 24.85,,,,F 24.65,,,,,, 21.37,,,,F 23.34,,,,,,,,F 24.02,,,,,,,,,,F 22.86,,,,,, 21.40,,,,,,,,,,,,,,,,,,,,,,,,,,W 21.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 22.26,,,
2/19/2015   4:47:40PM,,,,QC-1,,Suilan,Sam 02-17-15 (13),,,,F 22.66,,F 23.23,,,,,,,F 22.33,,,,,,F 22.13,,,,,,,,,,,,F 22.82,,,,,,F 22.83,,,,F 22.15,,,,,,,,W 21.49,,,,,,F 22.24,,F 22.64,,,,,,,,,,,,F 22.52,,F 22.95,,,,,,,,,,,,,,W 21.45,,,,,,F 24.18,,,,F 24.65,,,,,, 20.97,,,,F 23.10,,,,,,,,F 23.12,,,,,,,,,,F 22.50,,,,,, 21.06,,,,,,,,,,,,,,,,,,,,,,,,,,W 21.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,W 21.95,,,
2/20/2015   9:00:16AM,,,,QC-1,,Suilan,Sam 02-17-15 (13),,,, 20.84,, 21.06,,,,,,, 20.59,,,,,, 20.65,,,,,,,,,,,, 20.82,,,,,,F 22.09,,,,F 22.03,,,,,,,, 20.52,,,,,, 21.22,, 20.22,,,,,,,,,,,, 21.09,, 21.28,,,,,,,,,,,,,,F 11.77,,,,,, 21.00,,,, 20.16,,,,,, 20.74,,,,W 21.73,,,,,,,, 19.54,,,,,,,,,,W 21.87,,,,,,F 24.21,,,,,,,,,,,,,,,,,,,,,,,,,, 21.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 24.86,,,
2/20/2015   9:04:56AM,,,,CSP1502V001,,Suilan,Sam 02-17-15 (13),,,, .0123,, .0374,,,,,,, 1.027,,,,,, .0015,,,,,,,,,,,, .0409,,,,,, .0746,,,, -.0003,,,,,,,, -.0001,,,,,, -.0003,, .0420,,,,,,,,,,,, .0093,, .0062,,,,,,,,,,,,,, -.0280,,,,,, 2.051,,,, .0600,,,,,, .0356,,,, .0001,,,,,,,, 97.17,,,,,,,,,, .0036,,,,,, .0037,,,,,,,,,,,,,,,,,,,,,,,,,, .0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0149,,,
2/20/2015   9:08:44AM,,,,QC-1,,Suilan,Sam 02-17-15 (13),,,, 20.86,, 20.93,,,,,,, 20.54,,,,,, 20.84,,,,,,,,,,,, 20.72,,,,,,F 22.08,,,,W 21.86,,,,,,,, 20.53,,,,,, 21.15,, 20.27,,,,,,,,,,,, 21.21,, 21.12,,,,,,,,,,,,,,F 11.59,,,,,, 20.85,,,, 20.39,,,,,, 20.64,,,,W 21.71,,,,,,,, 19.62,,,,,,,,,,W 21.68,,,,,,F 23.86,,,,,,,,,,,,,,,,,,,,,,,,,, 21.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F 24.58,,,
2/20/2015   9:30:39AM,,,,IPC,,Suilan,Cenovus3 (6),,,,,,,,,,,,,,,,,,,,,,, 1.993,,,,,,,,,,,, 2.009,, 2.121,,F 2.588,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.059,,,,,,,,,,,,,,,,,,,,,, 2.063,,,,,,,,,, 1.937,,,,,, 2.101,, 2.036,,,,,,F 5.573,,W 5.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2015   9:33:30AM,,,,Calib. Blank QC,,Suilan,Cenovus3 (6),,,,,,,,,,,,,,,,,,,,,,, .0012,,,,,,,,,,,, .0023,, .0012,, .0015,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0010,,,,,,,,,,,,,,,,,,,,,, .0489,,,,,,,,,, -.0064,,,,,, .0000,, .0002,,,,,,F .5465,,F .5236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2015   9:36:12AM,,,,QCS,,Suilan,Cenovus3 (6),,,,,,,,,,,,,,,,,,,,,,, 4.808,,,,,,,,,,,, 4.939,,W 5.203,,F 6.221,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.009,,,,,,,,,,,,,,,,,,,,,, 9.943,,,,,,,,,,W 4.791,,,,,, 5.097,, 4.962,,,,,, 24.90,, 24.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2015   9:39:07AM,,,,Sample-1,,Suilan,Cenovus3 (6),,,,,,,,,,,,,,,,,,,,,,, .0008,,,,,,,,,,,, .0046,, .0022,, .0034,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0004,,,,,,,,,,,,,,,,,,,,,, .0367,,,,,,,,,, -.0025,,,,,, .0000,, .0001,,,,,, .5194,, .4903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2015   9:41:05AM,,,,Sample-2,,Suilan,Cenovus3 (6),,,,,,,,,,,,,,,,,,,,,,, .0007,,,,,,,,,,,, .0011,, -.0005,, -.0017,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0003,,,,,,,,,,,,,,,,,,,,,, .0287,,,,,,,,,, -.0068,,,,,, .0001,, .0001,,,,,, .5156,, .4788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2015   9:43:07AM,,,,QCS,,Suilan,Cenovus3 (6),,,,,,,,,,,,,,,,,,,,,,, 4.845,,,,,,,,,,,, 4.898,,W 5.225,,F 6.325,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.013,,,,,,,,,,,,,,,,,,,,,, 10.05,,,,,,,,,,F 4.749,,,,,, 5.084,, 4.924,,,,,, 25.02,, 24.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/2015   9:46:03AM,,,,QCS,,Suilan,Cenovus3 (6),,,,,,,,,,,,,,,,,,,,,,, 4.847,,,,,,,,,,,, 4.921,,F 5.255,,F 6.351,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.030,,,,,,,,,,,,,,,,,,,,,, 10.09,,,,,,,,,,F 4.742,,,,,, 5.096,, 4.924,,,,,, 25.09,, 24.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2015   9:26:43AM,,,,O1,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .0342,,,,,,,,,,,, 45.56,, 49.64,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0235,,,,,,,,,,,,,,,,,,,,,, .5608,,,,,,,,,, 12.99,,,,,, .0014,, .0012,,,,,, 5.685,, 3.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2015   9:28:43AM,,,,O2,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .0339,,,,,,,,,,,, 45.03,, 49.40,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0170,,,,,,,,,,,,,,,,,,,,,, .5550,,,,,,,,,, 12.86,,,,,, .0009,, .0010,,,,,, 5.749,, 3.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .1851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2015   9:30:41AM,,,,O3,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .0339,,,,,,,,,,,, 45.28,, 50.00,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0146,,,,,,,,,,,,,,,,,,,,,, .5498,,,,,,,,,, 12.89,,,,,, .0008,, .0008,,,,,, 5.861,, 3.864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .1868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Published:,,11/10/2015  2:32:31 PM,,,,,,,,35 - 1 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,,35 - 2 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,35 - 3 of 47,,,,Published:,11/10/2015  2:32:31 PM,,,,,,,35 - 4 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,35 - 5 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,35 - 6 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,35 - 7 of 47,,,Published:,,11/10/2015  2:32:31 PM,,,,,,35 - 8 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,35 - 9 of 47,,,Published:,11/10/2015  2:32:31 PM,,,,,,,35 - 10 of 47,,,Published:,,11/10/2015  2:32:31 PM,,,,,,35 - 11 of 47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,Ag3280,,Al3082,Al3961,,As1890,,Au2427,,B_2496,,B_2497,,Ba2304,,Ba4130,,Ba4554,,Ba,,Ba4934,,Be3130,,Bi2230,,Bi3067,,Ca,,Ca3158,,Ca3179,,Ca3933,,Cd2265,,Cd2288,,Ce4040,,Ce5353,,Co2286,,Co2311,,Co2388,,Cr2677,,Cu3247,,Dy3531,,Er3372,,Eu3819,,Fe2382,,Fe,,Fe2599,,Ga2943,,Gd3350,,Ge2651,,Hf3399,,Hg1942,,Ho3456,,In2306,,In3256,,Ir2242,,K,,K_7664,,La3337,,Li6707,,Lu2615,,Mg,,Mg2790,,Mg2852,,Mn2576,,Mn2593,,Mo2020,,Mo2848,,Na5889,,Na5895,,Na8183,,Nb3094,,Nd4012,,Ni2316,,Os2255,,P_2136,,Pb2203,,Pd3404,,Pr4143,,Pt2144,,Rh3434,,Ru2678,,S_1826,,Sb2068,,Sc3613,,Se1960,,Si2516,,Sm3306,,Sn1899,,Sr2152,,Sr2282,,Sr4077,,Sr,,Sr4215,,Ta2685,,Tb3509,,Te2142,,Th2837,,Ti3349,,Tl1908,,Tm3131,,U_3670,,V_3093,,W_2397,,Y_3710,,Yb3289,,Zn2138,,Zn2138,,Zr3391,
3/3/2015   9:32:41AM,,,,N1,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .0343,,,,,,,,,,,, 44.82,, 49.75,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0086,,,,,,,,,,,,,,,,,,,,,, .5754,,,,,,,,,, 12.74,,,,,, .0005,, .0005,,,,,, 5.821,, 3.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .1840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2015   9:34:40AM,,,,N2,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .0337,,,,,,,,,,,, 44.45,, 49.76,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0050,,,,,,,,,,,,,,,,,,,,,, .5606,,,,,,,,,, 12.66,,,,,, .0005,, .0005,,,,,, 5.768,, 3.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .1813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2015   9:36:40AM,,,,N3,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .0332,,,,,,,,,,,, 44.28,, 49.87,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0060,,,,,,,,,,,,,,,,,,,,,, .5632,,,,,,,,,, 12.57,,,,,, .0005,, .0005,,,,,, 5.748,, 3.760,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2015   9:38:40AM,,,,BLANK,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .0026,,,,,,,,,,,, .0255,, .0278,, .0190,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0019,,,,,,,,,,,,,,,,,,,,,, .0127,,,,,,,,,, -.0074,,,,,, -.0000,, .0002,,,,,, .6868,, .3566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   2:42:05PM,,,,Blank,,James,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, -83.39,,,,,,,,,,,, -53.59,, 15.01,, 400.1,,,,,,,,,,,,,,,,,,,,,,,,,,,, .1909,,,,,,,,,,,,,,,,,,,,,, 5.538,,,,,,,,,, 4.298,,,,,, 2.845,, -2.100,,,,,, 4184.,, 501.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -41.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   2:44:04PM,,,,CalibStd-1,,James,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 3407.,,,,,,,,,,,, 109.6,, 394.3,, 25670.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 234.5,,,,,,,,,,,,,,,,,,,,,, 94.69,,,,,,,,,, 22.56,,,,,, 1209.,, 902.1,,,,,, 3983.,, 725.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5769.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   2:46:03PM,,,,CalibStd-2,,James,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 7006.,,,,,,,,,,,, 215.6,, 648.0,, 42790.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 450.8,,,,,,,,,,,,,,,,,,,,,, 243.6,,,,,,,,,, 44.02,,,,,, 2442.,, 1824.,,,,,, 4143.,, 813.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 11700.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   2:55:53PM,,,,Blank,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, -92.34,,,,,,,,,,,, -52.47,, 10.95,, 467.1,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.605,,,,,,,,,,,,,,,,,,,,,, -18.83,,,,,,,,,, 4.991,,,,,, 3.059,, -1.489,,,,,, 2952.,, 276.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, -41.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   2:57:53PM,,,,CalibStd-1,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 4379.,,,,,,,,,,,, 113.2,, 386.6,, 25730.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 229.4,,,,,,,,,,,,,,,,,,,,,, 65.51,,,,,,,,,, 23.02,,,,,, 1186.,, 901.4,,,,,, 3593.,, 563.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7140.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   2:59:52PM,,,,CalibStd-2,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 8879.,,,,,,,,,,,, 214.6,, 642.6,, 42480.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 434.6,,,,,,,,,,,,,,,,,,,,,, 216.8,,,,,,,,,, 44.48,,,,,, 2389.,, 1824.,,,,,, 3893.,, 722.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 14460.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   3:01:51PM,,,,CalibStd-3,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 44600.,,,,,,,,,,,, 996.2,, 2498.,, 169100.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1903.,,,,,,,,,,,,,,,,,,,,,, 473.5,,,,,,,,,, 188.8,,,,,, 11780.,, 9012.,,,,,, 6551.,, 1912.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 72940.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   3:03:51PM,,,,CalibStd-4,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 179500.,,,,,,,,,,,, 3942.,, 9478.,, 633900.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 7498.,,,,,,,,,,,,,,,,,,,,,, 1979.,,,,,,,,,, 740.0,,,,,, 47090.,, 35990.,,,,,, 36180.,, 15140.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 289800.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   3:05:59PM,,,,CalibStd-5,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 864500.,,,,,,,,,,,, 19230.,, 45710.,, 2912000.,,,,,,,,,,,,,,,,,,,,,,,,,,,, 36110.,,,,,,,,,,,,,,,,,,,,,, 9724.,,,,,,,,,, 3613.,,,,,, 228100.,, 175900.,,,,,, 131400.,, 58310.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 1405000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   3:08:15PM,,,,CalibStd-6,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 1692000.,,,,,,,,,,,, 37460.,, 89250.,,^ *****,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 19010.,,,,,,,,,,,,,,,, 1079000.,, 839000.,,,,,, 622900.,, 280800.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2632000.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   3:10:51PM,,,,IPC,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 2.069,,,,,,,,,,,, 2.059,, 2.069,, 2.078,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.016,,,,,,,,,,,,,,,,,,,,,, 2.014,,,,,,,,,, 2.017,,,,,, 2.129,, 2.109,,,,,, 5.189,, 5.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 2.100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   3:13:01PM,,,,Calib. Blank QC,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, -.0000,,,,,,,,,,,, .0016,, .0005,, .0007,,,,,,,,,,,,,,,,,,,,,,,,,,,, -.0007,,,,,,,,,,,,,,,,,,,,,, -.0047,,,,,,,,,, -.0002,,,,,, -.0001,, .0000,,,,,, -.0304,, -.0228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   3:15:04PM,,,,QCS,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, 5.083,,,,,,,,,,,, 5.078,, 5.096,, 5.032,,,,,,,,,,,,,,,,,,,,,,,,,,,, 4.928,,,,,,,,,,,,,,,,,,,,,, 10.04,,,,,,,,,, 4.992,,,,,, 5.175,, 5.159,,,,,, 25.39,, 25.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 5.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   3:17:18PM,,,,LRB1,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .0016,,,,,,,,,,,, .0559,, .0487,, .0521,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0092,,,,,,,,,,,,,,,,,,,,,, .0001,,,,,,,,,, .0058,,,,,, .0003,, .0006,,,,,, -.0900,, -.0127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   3:19:17PM,,,,LRB1_RQ,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .4880,,,,,,,,,,,, 11.76,, 11.86,, 11.94,,,,,,,,,,,,,,,,,,,,,,,,,,,, .9211,,,,,,,,,,,,,,,,,,,,,, 9.365,,,,,,,,,, 2.354,,,,,, .2061,, .2054,,,,,, 4.843,, 4.789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, 10.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2015   3:21:25PM,,,,CVE1504A-1,,Suilan,Cenovus3 (4),,,,,,,,,,,,,,,,,,,,,,, .2807,,,,,,,,,,,, .9994,, 1.007,, 1.021,,,,,,,,,,,,,,,,,,,,,,,,,,,, .0112,,,,,,,,,,,,,,,,,,,,,, 2.927,,,,,,,,,, .7794,,,,,, .0036,, .0037,,,,,, 296.7,, 291.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, .1299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
